date,store,cash,total
2025-02-21,Черноморский,cash,0
2025-02-21,Черноморский,non-cash,300
2025-02-22,Анапа,cash,400
2025-02-22,Анапа,non-cash,1170
2025-02-22,Боба Рэббит,cash,5925
2025-02-22,Боба Рэббит,non-cash,19175
2025-02-22,Геленджик,cash,0
2025-02-22,Геленджик,non-cash,1950
2025-02-22,Грин Парк,cash,1500
2025-02-22,Грин Парк,non-cash,29235
2025-02-22,Красная,cash,1550
2025-02-22,Красная,non-cash,8065
2025-02-22,Советов,cash,2470
2025-02-22,Советов,non-cash,7065
2025-02-22,Черноморский,cash,280
2025-02-22,Черноморский,non-cash,2830
2025-02-23,Анапа,cash,0
2025-02-23,Анапа,non-cash,5445
2025-02-23,Боба Рэббит,cash,8120
2025-02-23,Боба Рэббит,non-cash,32050
2025-02-23,Геленджик,cash,0
2025-02-23,Геленджик,non-cash,3195
2025-02-23,Грин Парк,cash,4820
2025-02-23,Грин Парк,non-cash,20200
2025-02-23,Красная,cash,500
2025-02-23,Красная,non-cash,13400
2025-02-23,Советов,cash,1000
2025-02-23,Советов,non-cash,7955
2025-02-23,Черноморский,cash,450
2025-02-23,Черноморский,non-cash,6565
2025-02-24,Анапа,cash,0
2025-02-24,Анапа,non-cash,715
2025-02-24,Боба Рэббит,cash,595
2025-02-24,Боба Рэббит,non-cash,10035
2025-02-24,Геленджик,cash,1900
2025-02-24,Геленджик,non-cash,1150
2025-02-24,Грин Парк,cash,2020
2025-02-24,Грин Парк,non-cash,7075
2025-02-24,Красная,cash,800
2025-02-24,Красная,non-cash,4670
2025-02-24,Советов,cash,450
2025-02-24,Советов,non-cash,1965
2025-02-24,Черноморский,cash,910
2025-02-24,Черноморский,non-cash,2950
2025-02-25,Анапа,cash,500
2025-02-25,Анапа,non-cash,2585
2025-02-25,Боба Рэббит,cash,950
2025-02-25,Боба Рэббит,non-cash,10710
2025-02-25,Геленджик,cash,0
2025-02-25,Геленджик,non-cash,4000
2025-02-25,Грин Парк,cash,2560
2025-02-25,Грин Парк,non-cash,8960
2025-02-25,Красная,cash,2550
2025-02-25,Красная,non-cash,4250
2025-02-25,Советов,cash,1300
2025-02-25,Советов,non-cash,3555
2025-02-25,Черноморский,cash,450
2025-02-25,Черноморский,non-cash,3095
2025-02-26,Анапа,cash,0
2025-02-26,Анапа,non-cash,2570
2025-02-26,Боба Рэббит,cash,1250
2025-02-26,Боба Рэббит,non-cash,9420
2025-02-26,Геленджик,cash,0
2025-02-26,Геленджик,non-cash,1755
2025-02-26,Грин Парк,cash,2770
2025-02-26,Грин Парк,non-cash,6160
2025-02-26,Красная,cash,0
2025-02-26,Красная,non-cash,4400
2025-02-26,Советов,cash,410
2025-02-26,Советов,non-cash,5235
2025-02-26,Черноморский,cash,0
2025-02-26,Черноморский,non-cash,1745
2025-02-27,Анапа,cash,0
2025-02-27,Анапа,non-cash,4310
2025-02-27,Боба Рэббит,cash,800
2025-02-27,Боба Рэббит,non-cash,17600
2025-02-27,Геленджик,cash,1565
2025-02-27,Геленджик,non-cash,2565
2025-02-27,Грин Парк,cash,1250
2025-02-27,Грин Парк,non-cash,7205
2025-02-27,Красная,cash,1025
2025-02-27,Красная,non-cash,3940
2025-02-27,Советов,cash,2545
2025-02-27,Советов,non-cash,7170
2025-02-27,Черноморский,cash,280
2025-02-27,Черноморский,non-cash,1795
2025-02-28,Анапа,cash,450
2025-02-28,Анапа,non-cash,4360
2025-02-28,Боба Рэббит,cash,1400
2025-02-28,Боба Рэббит,non-cash,13725
2025-02-28,Геленджик,cash,3280
2025-02-28,Геленджик,non-cash,6050
2025-02-28,Грин Парк,cash,4650
2025-02-28,Грин Парк,non-cash,9005
2025-02-28,Красная,cash,725
2025-02-28,Красная,non-cash,7795
2025-02-28,Советов,cash,2465
2025-02-28,Советов,non-cash,9165
2025-02-28,Черноморский,cash,0
2025-02-28,Черноморский,non-cash,2610
2025-03-01,Анапа,cash,0
2025-03-01,Анапа,non-cash,3150
2025-03-01,Боба Рэббит,cash,5775
2025-03-01,Боба Рэббит,non-cash,31175
2025-03-01,Геленджик,cash,1700
2025-03-01,Геленджик,non-cash,7360
2025-03-01,Грин Парк,cash,5025
2025-03-01,Грин Парк,non-cash,17000
2025-03-01,Красная,cash,4430
2025-03-01,Красная,non-cash,14635
2025-03-01,Советов,cash,315
2025-03-01,Советов,non-cash,15070
2025-03-01,Черноморский,cash,4360
2025-03-01,Черноморский,non-cash,12405
2025-03-02,Анапа,cash,400
2025-03-02,Анапа,non-cash,2225
2025-03-02,Боба Рэббит,cash,4910
2025-03-02,Боба Рэббит,non-cash,26245
2025-03-02,Геленджик,cash,0
2025-03-02,Геленджик,non-cash,5910
2025-03-02,Грин Парк,cash,2900
2025-03-02,Грин Парк,non-cash,17880
2025-03-02,Красная,cash,4080
2025-03-02,Красная,non-cash,13660
2025-03-02,Советов,cash,2750
2025-03-02,Советов,non-cash,10565
2025-03-02,Черноморский,cash,2150
2025-03-02,Черноморский,non-cash,14315
2025-03-03,Анапа,cash,575
2025-03-03,Анапа,non-cash,2320
2025-03-03,Боба Рэббит,cash,850
2025-03-03,Боба Рэббит,non-cash,10305
2025-03-03,Геленджик,cash,0
2025-03-03,Геленджик,non-cash,3800
2025-03-03,Грин Парк,cash,450
2025-03-03,Грин Парк,non-cash,5865
2025-03-03,Красная,cash,780
2025-03-03,Красная,non-cash,6895
2025-03-03,Советов,cash,500
2025-03-03,Советов,non-cash,7230
2025-03-03,Черноморский,cash,500
2025-03-03,Черноморский,non-cash,2700
2025-03-04,Анапа,cash,0
2025-03-04,Анапа,non-cash,6550
2025-03-04,Боба Рэббит,cash,1150
2025-03-04,Боба Рэббит,non-cash,12265
2025-03-04,Геленджик,cash,0
2025-03-04,Геленджик,non-cash,3265
2025-03-04,Грин Парк,cash,550
2025-03-04,Грин Парк,non-cash,9155
2025-03-04,Красная,cash,1750
2025-03-04,Красная,non-cash,8990
2025-03-04,Советов,cash,865
2025-03-04,Советов,non-cash,1000
2025-03-04,Черноморский,cash,1900
2025-03-04,Черноморский,non-cash,3325
2025-03-05,Анапа,cash,450
2025-03-05,Анапа,non-cash,5105
2025-03-05,Боба Рэббит,cash,2000
2025-03-05,Боба Рэббит,non-cash,10175
2025-03-05,Геленджик,cash,0
2025-03-05,Геленджик,non-cash,3110
2025-03-05,Грин Парк,cash,560
2025-03-05,Грин Парк,non-cash,5955
2025-03-05,Красная,cash,1265
2025-03-05,Красная,non-cash,9420
2025-03-05,Советов,cash,0
2025-03-05,Советов,non-cash,6765
2025-03-05,Черноморский,cash,500
2025-03-05,Черноморский,non-cash,2200
2025-03-06,Анапа,cash,0
2025-03-06,Анапа,non-cash,7950
2025-03-06,Боба Рэббит,cash,3050
2025-03-06,Боба Рэббит,non-cash,13500
2025-03-06,Геленджик,cash,0
2025-03-06,Геленджик,non-cash,1300
2025-03-06,Грин Парк,cash,850
2025-03-06,Грин Парк,non-cash,6950
2025-03-06,Красная,cash,500
2025-03-06,Красная,non-cash,7180
2025-03-06,Советов,cash,2160
2025-03-06,Советов,non-cash,4485
2025-03-06,Черноморский,cash,400
2025-03-06,Черноморский,non-cash,7160
2025-03-07,Анапа,cash,1350
2025-03-07,Анапа,non-cash,9035
2025-03-07,Боба Рэббит,cash,2300
2025-03-07,Боба Рэббит,non-cash,17100
2025-03-07,Геленджик,cash,850
2025-03-07,Геленджик,non-cash,8625
2025-03-07,Грин Парк,cash,2550
2025-03-07,Грин Парк,non-cash,15105
2025-03-07,Красная,cash,1550
2025-03-07,Красная,non-cash,6650
2025-03-07,Советов,cash,750
2025-03-07,Советов,non-cash,10025
2025-03-07,Черноморский,cash,700
2025-03-07,Черноморский,non-cash,8830
2025-03-08,Анапа,cash,2700
2025-03-08,Анапа,non-cash,13375
2025-03-08,Боба Рэббит,cash,14875
2025-03-08,Боба Рэббит,non-cash,60235
2025-03-08,Геленджик,cash,2595
2025-03-08,Геленджик,non-cash,15670
2025-03-08,Грин Парк,cash,11850
2025-03-08,Грин Парк,non-cash,43595
2025-03-08,Красная,cash,4250
2025-03-08,Красная,non-cash,17780
2025-03-08,Лента,cash,350
2025-03-08,Лента,non-cash,4250
2025-03-08,Советов,cash,595
2025-03-08,Советов,non-cash,24640
2025-03-08,Черноморский,cash,5600
2025-03-08,Черноморский,non-cash,40615
2025-03-09,Анапа,cash,1110
2025-03-09,Анапа,non-cash,13240
2025-03-09,Боба Рэббит,cash,15700
2025-03-09,Боба Рэббит,non-cash,35250
2025-03-09,Геленджик,cash,4210
2025-03-09,Геленджик,non-cash,2710
2025-03-09,Грин Парк,cash,8895
2025-03-09,Грин Парк,non-cash,26315
2025-03-09,Красная,cash,4980
2025-03-09,Красная,non-cash,15890
2025-03-09,Лента,cash,1250
2025-03-09,Лента,non-cash,7680
2025-03-09,Советов,cash,1455
2025-03-09,Советов,non-cash,16315
2025-03-09,Черноморский,cash,3625
2025-03-09,Черноморский,non-cash,23385
2025-03-10,Анапа,cash,760
2025-03-10,Анапа,non-cash,2895
2025-03-10,Боба Рэббит,cash,1600
2025-03-10,Боба Рэббит,non-cash,16110
2025-03-10,Геленджик,cash,650
2025-03-10,Геленджик,non-cash,3405
2025-03-10,Грин Парк,cash,3600
2025-03-10,Грин Парк,non-cash,10655
2025-03-10,Красная,cash,0
2025-03-10,Красная,non-cash,9850
2025-03-10,Лента,cash,500
2025-03-10,Лента,non-cash,4800
2025-03-10,Советов,cash,600
2025-03-10,Советов,non-cash,5925
2025-03-10,Черноморский,cash,450
2025-03-10,Черноморский,non-cash,5090
2025-03-11,Анапа,cash,950
2025-03-11,Анапа,non-cash,6915
2025-03-11,Боба Рэббит,cash,3250
2025-03-11,Боба Рэббит,non-cash,9825
2025-03-11,Геленджик,cash,0
2025-03-11,Геленджик,non-cash,1900
2025-03-11,Грин Парк,cash,1550
2025-03-11,Грин Парк,non-cash,8395
2025-03-11,Красная,cash,1430
2025-03-11,Красная,non-cash,10820
2025-03-11,Лента,cash,400
2025-03-11,Лента,non-cash,4100
2025-03-11,Советов,cash,400
2025-03-11,Советов,non-cash,2915
2025-03-11,Черноморский,cash,0
2025-03-11,Черноморский,non-cash,3450
2025-03-12,Анапа,cash,350
2025-03-12,Анапа,non-cash,6830
2025-03-12,Боба Рэббит,cash,3100
2025-03-12,Боба Рэббит,non-cash,16145
2025-03-12,Геленджик,cash,1725
2025-03-12,Геленджик,non-cash,8670
2025-03-12,Грин Парк,cash,500
2025-03-12,Грин Парк,non-cash,8920
2025-03-12,Красная,cash,0
2025-03-12,Красная,non-cash,9245
2025-03-12,Лента,cash,1180
2025-03-12,Лента,non-cash,3690
2025-03-12,Советов,cash,745
2025-03-12,Советов,non-cash,6785
2025-03-12,Черноморский,cash,850
2025-03-12,Черноморский,non-cash,7800
2025-03-13,Анапа,cash,1050
2025-03-13,Анапа,non-cash,6230
2025-03-13,Боба Рэббит,cash,2345
2025-03-13,Боба Рэббит,non-cash,10530
2025-03-13,Геленджик,cash,350
2025-03-13,Геленджик,non-cash,7730
2025-03-13,Грин Парк,cash,500
2025-03-13,Грин Парк,non-cash,9610
2025-03-13,Красная,cash,2050
2025-03-13,Красная,non-cash,6280
2025-03-13,Лента,cash,1250
2025-03-13,Лента,non-cash,3205
2025-03-13,Советов,cash,1750
2025-03-13,Советов,non-cash,5425
2025-03-13,Черноморский,cash,1160
2025-03-13,Черноморский,non-cash,14095
2025-03-14,Анапа,cash,850
2025-03-14,Анапа,non-cash,9675
2025-03-14,Боба Рэббит,cash,2950
2025-03-14,Боба Рэббит,non-cash,12595
2025-03-14,Геленджик,cash,900
2025-03-14,Геленджик,non-cash,4730
2025-03-14,Грин Парк,cash,2100
2025-03-14,Грин Парк,non-cash,10335
2025-03-14,Красная,cash,700
2025-03-14,Красная,non-cash,11325
2025-03-14,Лента,cash,0
2025-03-14,Лента,non-cash,7145
2025-03-14,Советов,cash,900
2025-03-14,Советов,non-cash,13870
2025-03-14,Черноморский,cash,1100
2025-03-14,Черноморский,non-cash,18740
2025-03-15,Анапа,cash,850
2025-03-15,Анапа,non-cash,11220
2025-03-15,Боба Рэббит,cash,7360
2025-03-15,Боба Рэббит,non-cash,33360
2025-03-15,Геленджик,cash,2250
2025-03-15,Геленджик,non-cash,8015
2025-03-15,Грин Парк,cash,9545
2025-03-15,Грин Парк,non-cash,26960
2025-03-15,Красная,cash,4525
2025-03-15,Красная,non-cash,10205
2025-03-15,Лента,cash,315
2025-03-15,Лента,non-cash,7480
2025-03-15,Советов,cash,3510
2025-03-15,Советов,non-cash,20010
2025-03-15,Черноморский,cash,2845
2025-03-15,Черноморский,non-cash,25120
2025-03-16,Анапа,cash,1200
2025-03-16,Анапа,non-cash,17040
2025-03-16,Боба Рэббит,cash,8625
2025-03-16,Боба Рэббит,non-cash,35770
2025-03-16,Геленджик,cash,1670
2025-03-16,Геленджик,non-cash,13780
2025-03-16,Грин Парк,cash,5100
2025-03-16,Грин Парк,non-cash,19420
2025-03-16,Красная,cash,3850
2025-03-16,Красная,non-cash,15200
2025-03-16,Лента,cash,1050
2025-03-16,Лента,non-cash,7275
2025-03-16,Советов,cash,1250
2025-03-16,Советов,non-cash,19205
2025-03-16,Черноморский,cash,8130
2025-03-16,Черноморский,non-cash,32285
2025-03-17,Анапа,cash,750
2025-03-17,Анапа,non-cash,6695
2025-03-17,Боба Рэббит,cash,2100
2025-03-17,Боба Рэббит,non-cash,12425
2025-03-17,Геленджик,cash,0
2025-03-17,Геленджик,non-cash,3570
2025-03-17,Грин Парк,cash,1750
2025-03-17,Грин Парк,non-cash,9885
2025-03-17,Красная,cash,800
2025-03-17,Красная,non-cash,6250
2025-03-17,Лента,cash,575
2025-03-17,Лента,non-cash,5750
2025-03-17,Советов,cash,500
2025-03-17,Советов,non-cash,11510
2025-03-17,Черноморский,cash,400
2025-03-17,Черноморский,non-cash,6425
2025-03-18,Анапа,cash,400
2025-03-18,Анапа,non-cash,5725
2025-03-18,Боба Рэббит,cash,1500
2025-03-18,Боба Рэббит,non-cash,13110
2025-03-18,Геленджик,cash,0
2025-03-18,Геленджик,non-cash,4300
2025-03-18,Грин Парк,cash,2050
2025-03-18,Грин Парк,non-cash,9200
2025-03-18,Красная,cash,700
2025-03-18,Красная,non-cash,4755
2025-03-18,Лента,cash,400
2025-03-18,Лента,non-cash,2400
2025-03-18,Советов,cash,850
2025-03-18,Советов,non-cash,8060
2025-03-18,Черноморский,cash,1080
2025-03-18,Черноморский,non-cash,2975
2025-03-19,Анапа,cash,1680
2025-03-19,Анапа,non-cash,280
2025-03-19,Боба Рэббит,cash,1600
2025-03-19,Боба Рэббит,non-cash,12145
2025-03-19,Геленджик,cash,350
2025-03-19,Геленджик,non-cash,2355
2025-03-19,Грин Парк,cash,2350
2025-03-19,Грин Парк,non-cash,16390
2025-03-19,Красная,cash,450
2025-03-19,Красная,non-cash,4530
2025-03-19,Лента,cash,625
2025-03-19,Лента,non-cash,3230
2025-03-19,Советов,cash,500
2025-03-19,Советов,non-cash,2540
2025-03-19,Черноморский,cash,800
2025-03-19,Черноморский,non-cash,2750
2025-03-20,Анапа,cash,500
2025-03-20,Анапа,non-cash,4500
2025-03-20,Боба Рэббит,cash,3400
2025-03-20,Боба Рэббит,non-cash,8380
2025-03-20,Геленджик,cash,2115
2025-03-20,Геленджик,non-cash,7365
2025-03-20,Грин Парк,cash,800
2025-03-20,Грин Парк,non-cash,13030
